Line Name,Rest Value,Error,Reference
[SiVI] 2P1/2-2P3/2,1.965
[SiVII] 3P1-3P2,2.48334
[SiIX] 3P2-3P1,2.58420
[AlV] 2P1/2-2P3/2,2.9052
[CoII] a5F5-a3F4,2.984634
[MgVIII] 2P3/2-2P1/2,3.02795
[NiI] a1D2-a3D3,3.119979
[KVII] 2P3/2-2P1/2,3.190530
[CaIV] 2P1/2-2P3/2,3.206710
[AlVI] 3P1-3P2,3.660
[AlVIII] 3P2-3P1,3.69
[SiIX] 3P1-3P0,3.935700
[NiI] a1D2-a3D2,3.952380
[FeII] a4F5/2-a6D7/2,4.076319
[FeII] a4F3/2-a6D5/2,4.081957
[CaVII] 3P2-3P1,4.0875
[FeII] a4F7/2-a6D9/2,4.114994
[CaV] 3P1-3P2,4.1585
[FeII] a4F3/2-a6D3/2,4.434833
[MgIV] 2P1/2-2P3/2,4.4867
[ArVI] 2P3/2-2P1/2,4.5295
[FeII] a4F5/2-a6D5/2,4.607662
[KIII] 2P1/2-2P3/2,4.6180
[FeII] a4F3/2-a6D1/2,4.671941
[NaVII] 2P3/2-2P1/2,4.6847
[FeII] a4F7/2-a6D7/2,4.889139
[FeII] a4F5/2-a6D3/2,5.062345
[FeII] a4F9/2-a6D9/2,5.340169
[MgVII] 3P2-3P1,5.5033
[KVI] 3P2-3P1,5.57548
[MgV] 3P1-3P2,5.6098
[FeII] a4F7/2-a6D5/2,5.673907
[NiI] a1D2-a3D1,5.89327
[KIV] 3P1-3P2,5.982
[CaVII] 3P1-3P0,6.154
[SiVII] 3P0-3P1,6.4923
[NiII] 2D3/2-2D5/2,6.636
[ClV] 2P3/2-2P1/2,6.70667
[FeII] a4F9/2-a6D7/2,6.721277
[ArII] 2P1/2-2P3/2,6.985274
[NaIII] 2P1/2-2P3/2,7.3178
[NiI] a3F3-a3F4,7.50658
[NeVI] 2P3/2-2P1/2,7.6524
[FeVII] 3F4-3F3,7.8145
[ArV] 3P2-3P1,7.90158
[NaVI] 3P2-3P1,8.6106
[KVI] 3P1-3P0,8.823
[ArIII] 3P1-3P2,8.99138
[MgVII] 3P1-3P0,9.03
[NaIV] 3P1-3P2,9.039
[AlVI] 3P0-3P1,9.12
[FeVII] 3F3-3F2,9.5267
[SIV] 2P3/2-2P1/2,10.51049
[CoII] a3F3-a3F4,10.52272
[NiII] 4F7/2-4F9/2,10.68220
[NiI] a3F2-a3F3,11.30728
[ClI] 2P1/2-2P3/2,11.33335
[CaV] 3P0-3P1,11.482
[ClIV] 3P2-3P1,11.759
[CoIII] a4F7/2-a4F9/2,11.888
[NiI] a3D1-a3D2,12.0009
[CoI] a4F7/2-a4F9/2,12.25490
[NiII] 4F5/2-4F7/2,12.7288
[NeII] 2P1/2-2P3/2,12.81354
[ArV] 3P1-3P0,13.10219
[FV] 2P3/2-2P1/2,13.40
[MgV] 3P0-3P1,13.521
[NeV] 3P2-3P1,14.32168
[ClII] 3P1-3P2,14.3678
[NaVI] 3P1-3P0,14.3964
[CoII] a5F4-a5F5,14.73852
[NiI] a3D2-a3D3,14.81421
[CoI] b4F7/2-b4F9/2,15.15494
[KIV] 3P0-3P1,15.3960
[CoII] a3F2-a3F3,15.45898
[NeIII] 3P1-3P2,15.55505
[CoIII] a4F5/2-a4F7/2,16.391
[CoI] a4F5/2-a4F7/2,16.92471
[PIII] 2P3/2-2P1/2,17.8846
[FeII] a4F7/2-a4F9/2,17.93602
[NiII] 4F3/2-4F5/2,18.2405
[CoI] b4F5/2-b4F7/2,18.26451
[SIII] 3P2-3P1,18.71303
[CoII] a5F3-a5F4,18.80403
[ClIV] 3P1-3P0,20.30
[NaIV] 3P0-3P1,21.29
[ArIII] 3P0-3P1,21.8291
[FeIII] 5D3-5D4,22.9250
[FeI] a5D3-a5D4,24.04233
[CoIII] a4F3/2-a4F5/2,24.07
[NeV] 3P1-3P0,24.3175
[FeII] a4F5/2-a4F7/2,24.51919
[FI] 2P1/2-2P3/2,24.75
[CoI] a4F3/2-a4F5/2,24.84713
[SI] 3P1-3P2,25.2490
[CoII] a5F2-a5F3,25.68891
[FIV] 3P2-3P1,25.76
[OIV] 2P3/2-2P1/2,25.8903
[CoI] b4F3/2-b4F5/2,25.93045
[FeII] a6D7/2-a6D9/2,25.98839
